task_version,subject,stimulus_image,response_raw,response_cleaned,rating,slider_start
spark-personality,p115483,stimuli/AF11_SC.jpg,sad,sad,65,50
spark-personality,p115483,stimuli/WM13_DO.jpg,disgusted,disgusted,70,50
spark-personality,p115483,stimuli/AF11_HO.jpg,happy,happy,70,50
spark-personality,p115483,stimuli/WF11_SUR.jpg,surprised ,surprised,71,50
spark-personality,p650613,stimuli/WM13_SUR.jpg,surprise,surprise,100,50
spark-personality,p650613,stimuli/BF05_CC.jpg,contempt ,contempt,73,50
spark-personality,p650613,stimuli/BM04_AO.jpg,anger,anger,96,50
spark-personality,p650613,stimuli/WF14_FO.jpg,fear,fear,100,50
spark-personality,p650613,stimuli/BM04_DO.jpg,disgust ,disgust,72,50
spark-personality,p650613,stimuli/WM09_HO.jpg,Joy,joy,60,50
spark-personality,p650613,stimuli/WF14_CC.jpg,contentment ,contentment,12,50
spark-personality,p650613,stimuli/WM09_SC.jpg,saddness,saddness,65,50
spark-personality,p650613,stimuli/AF09_AO.jpg,disgust,disgust,95,50
spark-personality,p650613,stimuli/BM04_CC.jpg,happy,happy,36,50
spark-personality,p650613,stimuli/HF04_SC.jpg,saddness,saddness,68,50
spark-personality,p650613,stimuli/BM04_FO.jpg,surprise ,surprise,79,50
spark-personality,p650613,stimuli/BF05_DO.jpg,disgust,disgust,83,50
spark-personality,p650613,stimuli/WM13_HE.jpg,happy,happy,100,50
spark-personality,p650613,stimuli/AF09_CC.jpg,contentment ,contentment,17,50
spark-personality,p650613,stimuli/WF14_AO.jpg,disgust ,disgust,90,50
spark-personality,p650613,stimuli/WM13_SC.jpg,saddness,saddness,100,50
spark-personality,p650613,stimuli/WF14_DO.jpg,disgust,disgust,100,50
spark-personality,p650613,stimuli/AF09_DO.jpg,disgust,disgust,67,50
spark-personality,p650613,stimuli/WM09_HE.jpg,happy,happy,100,50
spark-personality,p650613,stimuli/WM13_HO.jpg,happy,happy,74,50
spark-personality,p650613,stimuli/HF04_SUR.jpg,surprise,surprise,85,50
spark-personality,p650613,stimuli/BF05_FO.jpg,fear,fear,100,50
spark-personality,p650613,stimuli/WM09_SUR.jpg,surpise,surpise,82,50
spark-personality,p650613,stimuli/BM07_SUR.jpg,surprise,surprise,66,50
spark-personality,p650613,stimuli/HF04_HE.jpg,happy,happy,66,50
spark-personality,p650613,stimuli/HF04_HO.jpg,happy,happy,49,50
spark-personality,p650613,stimuli/BM07_HE.jpg,happy,happy,64,50
spark-personality,p650613,stimuli/BM07_HO.jpg,happy,happy,35,50
spark-personality,p650613,stimuli/AF09_FO.jpg,fear,fear,100,50
spark-personality,p650613,stimuli/BF05_AO.jpg,anger,anger,91,50
spark-personality,p650613,stimuli/BM07_SC.jpg,concern,concern,39,50
spark-personality,p687432,stimuli/HM10_SUR.jpg,shock,shock,100,50
spark-personality,p687432,stimuli/WF11_HE.jpg,Happiness,happiness,77,50
spark-personality,p687432,stimuli/AM03_DO.jpg,disgust,disgust,71,50
spark-personality,p687432,stimuli/HM10_CC.jpg,disinterest,disinterest,22,50
spark-personality,p687432,stimuli/BM04_SC.jpg,disappointment,disappointment,35,50
spark-personality,p687432,stimuli/HF09_HO.jpg,Attraction,attraction,69,50
spark-personality,p687432,stimuli/HM10_AO.jpg,anger,anger,76,50
spark-personality,p687432,stimuli/BM04_HE.jpg,surprise,surprise,72,50
spark-personality,p687432,stimuli/WF11_FO.jpg,horror,horror,91,50
spark-personality,p687432,stimuli/HF10_SUR.jpg,surprise,surprise,75,50
spark-personality,p687432,stimuli/AF02_SC.jpg,sadness,sadness,30,50
spark-personality,p687432,stimuli/HM10_HO.jpg,humor,humor,74,50
spark-personality,p687432,stimuli/AF02_FO.jpg,fear,fear,81,50
spark-personality,p687432,stimuli/BM04_FO.jpg,fear,fear,84,50
spark-personality,p687432,stimuli/BF04_SUR.jpg,surprise,surprise,75,50
spark-personality,p687432,stimuli/BM04_DO.jpg,disgust,disgust,74,50
spark-personality,p687432,stimuli/WF11_DO.jpg,disgust,disgust,75,50
spark-personality,p687432,stimuli/HF09_CC.jpg,thoughtfulness ,thoughtfulness,53,50
spark-personality,p687432,stimuli/HF10_HO.jpg,happiness,happiness,69,50
spark-personality,p687432,stimuli/HF09_SUR.jpg,shock,shock,76,50
spark-personality,p687432,stimuli/HF09_AO.jpg,anger,anger,78,50
spark-personality,p687432,stimuli/AM03_SC.jpg,concern,concern,30,50
spark-personality,p687432,stimuli/BF04_CC.jpg,thoughtfulness,thoughtfulness,27,50
spark-personality,p687432,stimuli/HF10_AO.jpg,pain,pain,75,50
spark-personality,p687432,stimuli/BF04_HO.jpg,happiness,happiness,79,50
spark-personality,p687432,stimuli/HF10_CC.jpg,thoughtfullness,thoughtfullness,50,50
spark-personality,p687432,stimuli/BF04_AO.jpg,concern,concern,76,50
spark-personality,p687432,stimuli/AF02_DO.jpg,shock,shock,70,50
spark-personality,p687432,stimuli/AM03_HE.jpg,joy,joy,75,50
spark-personality,p687432,stimuli/AF02_HE.jpg,happiness,happiness,79,50
spark-personality,p687432,stimuli/WF11_SC.jpg,sadness,sadness,83,50
spark-personality,p687432,stimuli/AM03_FO.jpg,fear,fear,78,50
spark-personality,p436648,stimuli/HM09_AO.jpg,cringe,cringe,100,50
spark-personality,p436648,stimuli/HM09_CC.jpg,neutral,neutral,56,50
spark-personality,p436648,stimuli/BF08_SUR.jpg,surprise,surprise,61,50
spark-personality,p436648,stimuli/AF10_AO.jpg,anger,anger,69,50
spark-personality,p436648,stimuli/AF02_HE.jpg,happy,happy,83,50
spark-personality,p436648,stimuli/AM09_AO.jpg,anger,anger,64,50
spark-personality,p436648,stimuli/BF04_HE.jpg,surprise,surprise,58,50
spark-personality,p436648,stimuli/AF02_HO.jpg,happy,happy,71,50
spark-personality,p436648,stimuli/HF04_SC.jpg,sad,sad,81,50
spark-personality,p436648,stimuli/AF02_SC.jpg,sad,sad,81,50
spark-personality,p436648,stimuli/AF10_CC.jpg,neutral,neutral,50,50
spark-personality,p436648,stimuli/BF08_AO.jpg,anger,anger,97,50
spark-personality,p436648,stimuli/AM09_CC.jpg,neutral,neutral,50,50
spark-personality,p436648,stimuli/BF08_CC.jpg,neutral,neutral,50,50
spark-personality,p436648,stimuli/HM09_FO.jpg,scared,scared,90,50
spark-personality,p436648,stimuli/BM16_SC.jpg,sad,sad,68,50
spark-personality,p436648,stimuli/AF10_FO.jpg,shocked,shocked,88,50
spark-personality,p436648,stimuli/AM09_FO.jpg,fear,fear,71,50
spark-personality,p436648,stimuli/HM09_SUR.jpg,surprise,surprise,86,50
spark-personality,p436648,stimuli/AF02_DO.jpg,disgust,disgust,73,50
spark-personality,p436648,stimuli/BF04_DO.jpg,disgust,disgust,69,50
spark-personality,p436648,stimuli/HF04_HE.jpg,excited,excited,98,50
spark-personality,p436648,stimuli/BF04_SC.jpg,sad,sad,63,50
spark-personality,p436648,stimuli/BM16_HO.jpg,happy,happy,94,50
spark-personality,p436648,stimuli/AF10_SUR.jpg,shock,shock,74,50
spark-personality,p436648,stimuli/BM16_HE.jpg,excited,excited,100,50
spark-personality,p436648,stimuli/HF04_DO.jpg,disgust,disgust,72,50
spark-personality,p436648,stimuli/HF04_HO.jpg,happy,happy,56,50
spark-personality,p436648,stimuli/AM09_SUR.jpg,surprise,surprise,55,50
spark-personality,p436648,stimuli/BF04_HO.jpg,happy,happy,77,50
spark-personality,p436648,stimuli/BF08_FO.jpg,fear,fear,86,50
spark-personality,p436648,stimuli/BM16_DO.jpg,disgust,disgust,78,50
spark-personality,p582739,stimuli/BF08_SUR.jpg,Surprise shock,surprise shock,70,50
spark-personality,p582739,stimuli/HM10_FO.jpg,Horror shock,horror shock,100,50
spark-personality,p582739,stimuli/WF06_HE.jpg,Happiness joy,happiness joy,84,50
spark-personality,p582739,stimuli/WF06_HO.jpg,happiness,happiness,61,50
spark-personality,p582739,stimuli/BM04_HE.jpg,surprise,surprise,59,50
spark-personality,p582739,stimuli/BF08_AO.jpg,disgust,disgust,100,50
spark-personality,p582739,stimuli/BM04_CC.jpg,annoyance,annoyance,32,50
spark-personality,p582739,stimuli/HF04_HE.jpg,friendliness,friendliness,80,50
spark-personality,p582739,stimuli/AF02_HO.jpg,happiness,happiness,59,50
spark-personality,p582739,stimuli/AM06_SUR.jpg,surprise,surprise,70,50
spark-personality,p582739,stimuli/BM04_SC.jpg,sadness,sadness,73,50
spark-personality,p582739,stimuli/HF04_HO.jpg,happiness,happiness,26,50
spark-personality,p582739,stimuli/BF08_FO.jpg,shock horror,shock horror,100,50
spark-personality,p582739,stimuli/HM10_SUR.jpg,shock surprise,shock surprise,100,50
spark-personality,p582739,stimuli/HM10_AO.jpg,anger,anger,100,50
spark-personality,p582739,stimuli/WF06_SC.jpg,sadness,sadness,84,50
spark-personality,p582739,stimuli/BM04_HO.jpg,happiness,happiness,33,50
spark-personality,p582739,stimuli/AF02_HE.jpg,joy,joy,80,50
spark-personality,p582739,stimuli/AM06_DO.jpg,disgust,disgust,77,50
spark-personality,p582739,stimuli/AF02_CC.jpg,serenity,serenity,62,50
spark-personality,p582739,stimuli/BF08_DO.jpg,disgust,disgust,95,50
spark-personality,p582739,stimuli/HF09_SUR.jpg,surprise,surprise,100,50
spark-personality,p582739,stimuli/HF04_CC.jpg,boredom,boredom,33,50
spark-personality,p582739,stimuli/HM10_DO.jpg,revulsion,revulsion,100,50
spark-personality,p582739,stimuli/HF09_DO.jpg,disgust,disgust,100,50
spark-personality,p582739,stimuli/HF04_SC.jpg,sadness,sadness,33,50
spark-personality,p582739,stimuli/AF02_SC.jpg,sadness,sadness,62,50
spark-personality,p582739,stimuli/AM06_AO.jpg,anger,anger,36,50
spark-personality,p582739,stimuli/HF09_AO.jpg,anger,anger,100,50
spark-personality,p582739,stimuli/WF06_CC.jpg,calmness,calmness,74,50
spark-personality,p582739,stimuli/AM06_FO.jpg,surprise,surprise,100,50
spark-personality,p582739,stimuli/HF09_FO.jpg,horror,horror,100,50
spark-personality,p36062,stimuli/AM06_HO.jpg,happy,happy,50,50
spark-personality,p36062,stimuli/AF09_SUR.jpg,shock,shock,92,50
spark-personality,p36062,stimuli/HF10_DO.jpg,disgust,disgust,95,50
spark-personality,p36062,stimuli/WF06_DO.jpg,disgust,disgust,78,50
spark-personality,p36062,stimuli/AM06_SUR.jpg,surprise,surprise,68,50
spark-personality,p36062,stimuli/AF09_FO.jpg,horror,horror,100,50
spark-personality,p36062,stimuli/WF14_FO.jpg,scared,scared,100,50
spark-personality,p36062,stimuli/WF14_HO.jpg,happy,happy,94,50
spark-personality,p36062,stimuli/WF14_SUR.jpg,surprise,surprise,100,50
spark-personality,p36062,stimuli/HM09_SUR.jpg,surprise,surprise,100,50
spark-personality,p36062,stimuli/AF09_HO.jpg,happy,happy,40,50
spark-personality,p36062,stimuli/HF10_SC.jpg,sad,sad,70,50
spark-personality,p36062,stimuli/BF04_AO.jpg,shock,shock,71,50
spark-personality,p36062,stimuli/AM06_CC.jpg,content,content,18,50
spark-personality,p36062,stimuli/HM09_FO.jpg,scared,scared,100,50
spark-personality,p36062,stimuli/WF06_SC.jpg,sad,sad,100,50
spark-personality,p36062,stimuli/AM05_AO.jpg,angry,angry,74,50
spark-personality,p36062,stimuli/WF06_HE.jpg,happy,happy,100,50
spark-personality,p36062,stimuli/HF10_AO.jpg,angry,angry,99,50
spark-personality,p36062,stimuli/AF09_CC.jpg,content,content,32,50
spark-personality,p36062,stimuli/BF04_SC.jpg,sad,sad,24,50
spark-personality,p36062,stimuli/AM06_FO.jpg,shock,shock,100,50
spark-personality,p36062,stimuli/HM09_HO.jpg,happy,happy,65,50
spark-personality,p36062,stimuli/HM09_CC.jpg,content,content,22,50
spark-personality,p36062,stimuli/WF06_AO.jpg,angry,angry,59,50
spark-personality,p36062,stimuli/HF10_HE.jpg,happy,happy,90,50
spark-personality,p36062,stimuli/AM05_DO.jpg,disgust,disgust,100,50
spark-personality,p36062,stimuli/BF04_DO.jpg,disgust,disgust,100,50
spark-personality,p36062,stimuli/BF04_HE.jpg,happy,happy,75,50
spark-personality,p36062,stimuli/AM05_HE.jpg,happy,happy,100,50
spark-personality,p36062,stimuli/AM05_SC.jpg,angry,angry,7,50
spark-personality,p36062,stimuli/WF14_CC.jpg,content,content,25,50
spark-personality,p965249,stimuli/BF05_CC.jpg,indifference,indifference,67,50
spark-personality,p965249,stimuli/BF05_HE.jpg,happy,happy,77,50
spark-personality,p965249,stimuli/WF06_AO.jpg,anger,anger,86,50
spark-personality,p965249,stimuli/BF08_DO.jpg,disgust,disgust,62,50
spark-personality,p965249,stimuli/AM09_HE.jpg,happy,happy,62,50
spark-personality,p965249,stimuli/WF06_DO.jpg,irritated,irritated,73,50
spark-personality,p965249,stimuli/BF08_FO.jpg,surprised,surprised,90,50
spark-personality,p965249,stimuli/WF06_HO.jpg,happy,happy,65,50
spark-personality,p965249,stimuli/WM07_CC.jpg,happy,happy,27,50
spark-personality,p965249,stimuli/WM07_HE.jpg,elated,elated,87,50
spark-personality,p965249,stimuli/WF11_CC.jpg,sad,sad,22,50
spark-personality,p965249,stimuli/HF04_FO.jpg,shocked,shocked,93,50
spark-personality,p965249,stimuli/AM03_FO.jpg,shocked,shocked,98,50
spark-personality,p965249,stimuli/HF04_HO.jpg,happy,happy,61,50
spark-personality,p965249,stimuli/WF11_SC.jpg,sad,sad,71,50
spark-personality,p965249,stimuli/BF08_AO.jpg,angry,angry,69,50
spark-personality,p965249,stimuli/AM09_CC.jpg,indifferent,indifferent,71,50
spark-personality,p965249,stimuli/WM07_SUR.jpg,surprised,surprised,91,50
spark-personality,p965249,stimuli/AM03_DO.jpg,scared,scared,89,50
spark-personality,p965249,stimuli/AM09_SC.jpg,pensive,pensive,75,50
spark-personality,p965249,stimuli/AM03_AO.jpg,angry,angry,56,50
spark-personality,p965249,stimuli/WF11_SUR.jpg,surprised,surprised,72,50
spark-personality,p965249,stimuli/BF05_SUR.jpg,shocked,shocked,73,50
spark-personality,p965249,stimuli/WF06_FO.jpg,shocked,shocked,89,50
spark-personality,p965249,stimuli/BF08_HO.jpg,happy,happy,54,50
spark-personality,p965249,stimuli/WM07_SC.jpg,sad,sad,20,50
spark-personality,p965249,stimuli/WF11_HE.jpg,happy,happy,60,50
spark-personality,p965249,stimuli/HF04_DO.jpg,angry,angry,55,50
spark-personality,p965249,stimuli/BF05_SC.jpg,sad,sad,72,50
spark-personality,p965249,stimuli/HF04_AO.jpg,angry,angry,63,50
spark-personality,p965249,stimuli/AM09_SUR.jpg,surprised,surprised,75,50
spark-personality,p965249,stimuli/AM03_HO.jpg,happy,happy,71,50
spark-personality,p568482,stimuli/BF08_SUR.jpg,surprise,surprise,69,50
spark-personality,p568482,stimuli/HM10_FO.jpg,fear,fear,100,50
spark-personality,p568482,stimuli/WF06_HE.jpg,happiness,happiness,76,50
spark-personality,p568482,stimuli/WF06_HO.jpg,happiness,happiness,87,50
spark-personality,p568482,stimuli/BM04_HE.jpg,happiness,happiness,98,50
spark-personality,p568482,stimuli/BF08_AO.jpg,anger,anger,99,50
spark-personality,p568482,stimuli/BM04_CC.jpg,serenity,serenity,53,50
spark-personality,p568482,stimuli/HF04_HE.jpg,joy,joy,87,50
spark-personality,p568482,stimuli/AF02_HO.jpg,happiness,happiness,89,50
spark-personality,p568482,stimuli/AM06_SUR.jpg,fear,fear,62,50
spark-personality,p568482,stimuli/BM04_SC.jpg,sadness,sadness,83,50
spark-personality,p568482,stimuli/HF04_HO.jpg,joy,joy,54,50
spark-personality,p568482,stimuli/BF08_FO.jpg,fear,fear,94,50
spark-personality,p568482,stimuli/HM10_SUR.jpg,fear,fear,66,50
spark-personality,p568482,stimuli/HM10_AO.jpg,anger,anger,89,50
spark-personality,p568482,stimuli/WF06_SC.jpg,sadness,sadness,83,50
spark-personality,p568482,stimuli/BM04_HO.jpg,joy,joy,61,50
spark-personality,p568482,stimuli/AF02_HE.jpg,joy,joy,89,50
spark-personality,p568482,stimuli/AM06_DO.jpg,disgust,disgust,78,50
spark-personality,p568482,stimuli/AF02_CC.jpg,serenity,serenity,50,50
spark-personality,p568482,stimuli/BF08_DO.jpg,disgust,disgust,83,50
spark-personality,p568482,stimuli/HF09_SUR.jpg,surprise,surprise,94,50
spark-personality,p568482,stimuli/HF04_CC.jpg,mild sadness,mild sadness,17,50
spark-personality,p568482,stimuli/HM10_DO.jpg,disgust,disgust,95,50
spark-personality,p568482,stimuli/HF09_DO.jpg,disgust,disgust,94,50
spark-personality,p568482,stimuli/HF04_SC.jpg,sadness,sadness,75,50
spark-personality,p568482,stimuli/AF02_SC.jpg,sadness,sadness,86,50
spark-personality,p568482,stimuli/AM06_AO.jpg,anger,anger,63,50
spark-personality,p568482,stimuli/HF09_AO.jpg,anger,anger,92,50
spark-personality,p568482,stimuli/WF06_CC.jpg,no emotion,no emotion,0,50
spark-personality,p568482,stimuli/AM06_FO.jpg,shock,shock,98,50
spark-personality,p568482,stimuli/HF09_FO.jpg,shock,shock,99,50
spark-personality,p464760,stimuli/AM06_CC.jpg,neutral,neutral,0,50
spark-personality,p464760,stimuli/WM11_SUR.jpg,shocked,shocked,98,50
spark-personality,p464760,stimuli/BM07_HO.jpg,happy,happy,93,50
spark-personality,p464760,stimuli/HF09_DO.jpg,horrified,horrified,98,50
spark-personality,p464760,stimuli/WM11_AO.jpg,angry,angry,85,50
spark-personality,p464760,stimuli/AF02_AO.jpg,angry,angry,98,50
spark-personality,p464760,stimuli/HF04_AO.jpg,disgusted,disgusted,75,50
spark-personality,p464760,stimuli/AM09_FO.jpg,shocked,shocked,98,50
spark-personality,p464760,stimuli/AM06_HE.jpg,happy,happy,64,50
spark-personality,p464760,stimuli/WM11_CC.jpg,unbothered,unbothered,77,50
spark-personality,p464760,stimuli/HF04_HE.jpg,thrilled,thrilled,98,50
spark-personality,p464760,stimuli/AM09_HO.jpg,happy,happy,62,50
spark-personality,p464760,stimuli/AM06_SUR.jpg,shocked,shocked,60,50
spark-personality,p464760,stimuli/BM03_HO.jpg,happy,happy,54,50
spark-personality,p464760,stimuli/HF04_CC.jpg,disappointed,disappointed,58,50
spark-personality,p464760,stimuli/HF09_FO.jpg,horrified,horrified,100,50
spark-personality,p464760,stimuli/AF02_CC.jpg,unbothered,unbothered,81,50
spark-personality,p464760,stimuli/HF04_SUR.jpg,shocked,shocked,100,50
spark-personality,p464760,stimuli/AM09_SC.jpg,confused,confused,98,50
spark-personality,p464760,stimuli/HF09_SC.jpg,sad,sad,96,50
spark-personality,p464760,stimuli/WM11_HE.jpg,delirious,delirious,100,50
spark-personality,p464760,stimuli/BM03_DO.jpg,confused,confused,99,50
spark-personality,p464760,stimuli/AM09_DO.jpg,disgusted,disgusted,90,50
spark-personality,p464760,stimuli/AM06_AO.jpg,confused,confused,61,50
spark-personality,p464760,stimuli/BM07_FO.jpg,terrified,terrified,100,50
spark-personality,p464760,stimuli/BM03_FO.jpg,scared,scared,99,50
spark-personality,p464760,stimuli/HF09_HO.jpg,slick,slick,58,50
spark-personality,p464760,stimuli/BM07_DO.jpg,disgusted,disgusted,100,50
spark-personality,p464760,stimuli/AF02_HE.jpg,thrilled,thrilled,81,50
spark-personality,p464760,stimuli/BM03_SC.jpg,disappointed,disappointed,97,50
spark-personality,p464760,stimuli/AF02_SUR.jpg,shocked,shocked,100,50
spark-personality,p464760,stimuli/BM07_SC.jpg,confused,confused,86,50
spark-personality,p512050,stimuli/WF11_CC.jpg,boredom,boredom,19,50
spark-personality,p512050,stimuli/AM09_SC.jpg,contemplation,contemplation,67,50
spark-personality,p512050,stimuli/AF11_SUR.jpg,surprise,surprise,91,50
spark-personality,p512050,stimuli/AF10_SC.jpg,sadness,sadness,60,50
spark-personality,p512050,stimuli/AF10_DO.jpg,disgust,disgust,78,50
spark-personality,p512050,stimuli/HM09_CC.jpg,anger,anger,13,50
spark-personality,p512050,stimuli/AF10_HE.jpg,happy,happy,92,50
spark-personality,p512050,stimuli/HM09_HO.jpg,happy,happy,83,50
spark-personality,p512050,stimuli/AF11_FO.jpg,shocked,shocked,100,50
spark-personality,p512050,stimuli/AF11_CC.jpg,content,content,46,50
spark-personality,p512050,stimuli/AF02_DO.jpg,disgust,disgust,86,50
spark-personality,p512050,stimuli/AF11_HO.jpg,happy,happy,91,50
spark-personality,p512050,stimuli/AF02_AO.jpg,anger,anger,62,50
spark-personality,p512050,stimuli/HM09_SUR.jpg,shocked,shocked,97,50
spark-personality,p512050,stimuli/AF09_HO.jpg,happy,happy,90,50
spark-personality,p512050,stimuli/AF09_CC.jpg,peaceful,peaceful,79,50
spark-personality,p512050,stimuli/HM07_DO.jpg,grossed out,grossed out,75,50
spark-personality,p512050,stimuli/AF09_FO.jpg,scared,scared,74,50
spark-personality,p512050,stimuli/AF09_SUR.jpg,surprise,surprise,78,50
spark-personality,p512050,stimuli/WF11_HO.jpg,joy,joy,73,50
spark-personality,p512050,stimuli/AF02_SC.jpg,sadness,sadness,72,50
spark-personality,p512050,stimuli/AF02_HE.jpg,joy,joy,80,50
spark-personality,p512050,stimuli/AM09_DO.jpg,disgust,disgust,43,50
spark-personality,p512050,stimuli/HM09_FO.jpg,surprise,surprise,76,50
spark-personality,p512050,stimuli/HM07_AO.jpg,anger,anger,72,50
spark-personality,p512050,stimuli/WF11_SUR.jpg,shock,shock,33,50
spark-personality,p512050,stimuli/AM09_AO.jpg,anger,anger,30,50
spark-personality,p512050,stimuli/AF10_AO.jpg,anger,anger,70,50
spark-personality,p512050,stimuli/AM09_HE.jpg,joy,joy,77,50
spark-personality,p512050,stimuli/HM07_HE.jpg,joy,joy,75,50
spark-personality,p512050,stimuli/HM07_SC.jpg,sadness,sadness,42,50
spark-personality,p512050,stimuli/WF11_FO.jpg,fear,fear,74,50
spark-personality,p475133,stimuli/AM06_CC.jpg,Suprise,suprise,7,50
spark-personality,p475133,stimuli/WM11_SUR.jpg,Shock,shock,100,50
spark-personality,p475133,stimuli/BM07_HO.jpg,Happy,happy,88,50
spark-personality,p475133,stimuli/HF09_DO.jpg,Disgust,disgust,100,50
spark-personality,p475133,stimuli/WM11_AO.jpg,Anger,anger,91,50
spark-personality,p475133,stimuli/AF02_AO.jpg,Disgust,disgust,68,50
spark-personality,p475133,stimuli/HF04_AO.jpg,Disgust,disgust,38,50
spark-personality,p475133,stimuli/AM09_FO.jpg,Shock,shock,59,50
spark-personality,p475133,stimuli/AM06_HE.jpg,Happy,happy,64,50
spark-personality,p475133,stimuli/WM11_CC.jpg,Thoughtful,thoughtful,58,50
spark-personality,p475133,stimuli/HF04_HE.jpg,Surprised,surprised,75,50
spark-personality,p475133,stimuli/AM09_HO.jpg,Happy,happy,73,50
spark-personality,p475133,stimuli/AM06_SUR.jpg,Surprised,surprised,57,50
spark-personality,p475133,stimuli/BM03_HO.jpg,Happy,happy,66,50
spark-personality,p475133,stimuli/HF04_CC.jpg,Dissapointed,dissapointed,29,50
spark-personality,p475133,stimuli/HF09_FO.jpg,Scared,scared,98,50
spark-personality,p475133,stimuli/AF02_CC.jpg,Questioning,questioning,59,50
spark-personality,p475133,stimuli/HF04_SUR.jpg,Surprised,surprised,65,50
spark-personality,p475133,stimuli/AM09_SC.jpg,Mad,mad,40,50
spark-personality,p475133,stimuli/HF09_SC.jpg,Sad,sad,99,50
spark-personality,p475133,stimuli/WM11_HE.jpg,Happy,happy,100,50
spark-personality,p475133,stimuli/BM03_DO.jpg,Confused,confused,32,50
spark-personality,p475133,stimuli/AM09_DO.jpg,Disgust,disgust,41,50
spark-personality,p475133,stimuli/AM06_AO.jpg,Anger,anger,39,50
spark-personality,p475133,stimuli/BM07_FO.jpg,Scared,scared,100,50
spark-personality,p475133,stimuli/BM03_FO.jpg,Scared,scared,93,50
spark-personality,p475133,stimuli/HF09_HO.jpg,Happy,happy,67,50
spark-personality,p475133,stimuli/BM07_DO.jpg,Disgust,disgust,67,50
spark-personality,p475133,stimuli/AF02_HE.jpg,Happy,happy,82,50
spark-personality,p475133,stimuli/BM03_SC.jpg,Sad,sad,73,50
spark-personality,p475133,stimuli/AF02_SUR.jpg,Surprised,surprised,93,50
spark-personality,p475133,stimuli/BM07_SC.jpg,Sad,sad,34,50
spark-personality,p937365,stimuli/AM05_SUR.jpg,surprise,surprise,74,50
spark-personality,p937365,stimuli/AM09_DO.jpg,disgusted ,disgusted,80,50
spark-personality,p937365,stimuli/AM05_FO.jpg,scared,scared,86,50
spark-personality,p937365,stimuli/AM09_HO.jpg,joyful,joyful,62,50
spark-personality,p937365,stimuli/HF04_FO.jpg,freaked out,freaked out,87,50
spark-personality,p937365,stimuli/HM09_CC.jpg,chill,chill,26,50
spark-personality,p937365,stimuli/WF06_HO.jpg,giddy,giddy,60,50
spark-personality,p937365,stimuli/WM07_AO.jpg,anger,anger,92,50
spark-personality,p937365,stimuli/HF04_AO.jpg,mad,mad,80,50
spark-personality,p937365,stimuli/BM03_SC.jpg,disappointed ,disappointed,30,50
spark-personality,p937365,stimuli/BM16_SC.jpg,sarcastic,sarcastic,43,50
spark-personality,p937365,stimuli/HF04_CC.jpg,normal,normal,6,50
spark-personality,p937365,stimuli/WF06_SC.jpg,upset,upset,42,50
spark-personality,p937365,stimuli/BM03_HO.jpg,happy,happy,50,50
spark-personality,p937365,stimuli/BM03_HE.jpg,humorous ,humorous,50,50
spark-personality,p937365,stimuli/BM16_HE.jpg,hilarious ,hilarious,65,50
spark-personality,p937365,stimuli/WM07_CC.jpg,laid back,laid back,13,50
spark-personality,p937365,stimuli/WM07_FO.jpg,horrified,horrified,96,50
spark-personality,p937365,stimuli/BM03_DO.jpg,grossed out,grossed out,69,50
spark-personality,p937365,stimuli/HM09_SUR.jpg,shocked,shocked,94,50
spark-personality,p937365,stimuli/AM09_HE.jpg,ecstatic ,ecstatic,79,50
spark-personality,p937365,stimuli/HF04_SUR.jpg,dumbfounded,dumbfounded,77,50
spark-personality,p937365,stimuli/BM16_HO.jpg,nice,nice,41,50
spark-personality,p937365,stimuli/BM16_DO.jpg,weirded out,weirded out,65,50
spark-personality,p937365,stimuli/WM07_SUR.jpg,opps ,opps,72,50
spark-personality,p937365,stimuli/WF06_HE.jpg,over joyed,over joyed,86,50
spark-personality,p937365,stimuli/HM09_FO.jpg,fearful,fearful,87,50
spark-personality,p937365,stimuli/AM05_CC.jpg,idle,idle,0,50
spark-personality,p937365,stimuli/WF06_DO.jpg,sickening ,sickening,80,50
spark-personality,p937365,stimuli/AM09_SC.jpg,suspicious ,suspicious,58,50
spark-personality,p937365,stimuli/HM09_AO.jpg,pain,pain,90,50
spark-personality,p937365,stimuli/AM05_AO.jpg,mischievous ,mischievous,63,50
spark-personality,p844063,stimuli/HF02_CC.jpg,sumile,sumile,100,50
spark-personality,p844063,stimuli/HF09_AO.jpg,ego,ego,100,50
spark-personality,p844063,stimuli/BM04_CC.jpg,sumile,sumile,72,50
spark-personality,p844063,stimuli/BM04_FO.jpg,teeth,teeth,78,50
spark-personality,p844063,stimuli/HM10_SUR.jpg,wow,wow,84,50
spark-personality,p844063,stimuli/WM11_SC.jpg,hmm,hmm,100,50
spark-personality,p844063,stimuli/AM09_AO.jpg,ego,ego,77,50
spark-personality,p844063,stimuli/AM05_SC.jpg,sad,sad,91,50
spark-personality,p844063,stimuli/HM10_HE.jpg,happy,happy,100,50
spark-personality,p844063,stimuli/BM07_HE.jpg,sumile,sumile,86,50
spark-personality,p844063,stimuli/AM05_HE.jpg,sumile,sumile,80,50
spark-personality,p844063,stimuli/BM04_DO.jpg,ego,ego,80,50
spark-personality,p844063,stimuli/HM10_HO.jpg,happy,happy,100,50
spark-personality,p844063,stimuli/AM09_CC.jpg,sad,sad,89,50
spark-personality,p844063,stimuli/HM10_SC.jpg,sad,sad,81,50
